row,col,cell_idx,x_center_m,y_center_m,lon,lat,is_riau
10,39,889,-1247500.0,-302500.0,101.79485651218509,-0.682044508644546,True
10,40,890,-1242500.0,-302500.0,101.83976379304904,-0.6825062104866343,True
10,41,891,-1237500.0,-302500.0,101.88467111142647,-0.6829660581474342,True
10,42,892,-1232500.0,-302500.0,101.92957846716651,-0.683424051626222,True
10,43,893,-1227500.0,-302500.0,101.97448586011824,-0.6838801909227072,True
10,44,894,-1222500.0,-302500.0,102.01939329013075,-0.684334476036447,True
10,45,895,-1217500.0,-302500.0,102.06430075705318,-0.6847869069668079,True
10,46,896,-1212500.0,-302500.0,102.10920826073459,-0.6852374837130426,True
10,47,897,-1207500.0,-302500.0,102.1541158010241,-0.6856862062751105,True
10,48,898,-1202500.0,-302500.0,102.19902337777081,-0.6861330746523127,True
10,49,899,-1197500.0,-302500.0,102.2439309908238,-0.6865780888444794,True
10,50,900,-1192500.0,-302500.0,102.28883864003218,-0.6870212488508798,True
10,51,901,-1187500.0,-302500.0,102.33374632524506,-0.6874625546710997,True
10,52,902,-1182500.0,-302500.0,102.37865404631151,-0.6879020063043186,True
10,53,903,-1177500.0,-302500.0,102.42356180308063,-0.68833960375054,True
10,54,904,-1172500.0,-302500.0,102.46846959540152,-0.6887753470091861,True
10,55,905,-1167500.0,-302500.0,102.51337742312326,-0.6892092360798578,True
10,56,906,-1162500.0,-302500.0,102.55828528609496,-0.6896412709616154,True
10,57,907,-1157500.0,-302500.0,102.6031931841657,-0.690071451654712,True
10,58,908,-1152500.0,-302500.0,102.64810111718458,-0.6904997781580201,True
10,59,909,-1147500.0,-302500.0,102.6930090850007,-0.6909262504715674,True
10,60,910,-1142500.0,-302500.0,102.7379170874631,-0.6913508685946059,True
10,61,911,-1137500.0,-302500.0,102.78282512442092,-0.6917736325267221,True
10,62,912,-1132500.0,-302500.0,102.82773319572325,-0.6921945422674687,True
10,63,913,-1127500.0,-302500.0,102.87264130121913,-0.6926135978162455,True
10,64,914,-1122500.0,-302500.0,102.9175494407577,-0.6930307991728087,True
10,65,915,-1117500.0,-302500.0,102.962457614188,-0.6934461463367809,True
10,66,916,-1112500.0,-302500.0,103.00736582135916,-0.6938596393074975,True
10,67,917,-1107500.0,-302500.0,103.05227406212022,-0.6942712780846676,True
10,68,918,-1102500.0,-302500.0,103.09718233632029,-0.694681062667751,True
10,69,919,-1097500.0,-302500.0,103.14209064380846,-0.6950889930562705,True
10,70,920,-1092500.0,-302500.0,103.18699898443379,-0.6954950692497534,True
10,71,921,-1087500.0,-302500.0,103.23190735804538,-0.695899291248023,True
10,72,922,-1082500.0,-302500.0,103.27681576449228,-0.696301659049893,True
10,73,923,-1077500.0,-302500.0,103.32172420362362,-0.6967021726559167,True
10,74,924,-1072500.0,-302500.0,103.36663267528846,-0.697100832064897,True
10,75,925,-1067500.0,-302500.0,103.41154117933586,-0.697497637277045,False
10,76,926,-1062500.0,-302500.0,103.45644971561492,-0.6978925882912489,False
10,77,927,-1057500.0,-302500.0,103.50135828397471,-0.6982856851073774,False
10,78,928,-1052500.0,-302500.0,103.54626688426431,-0.6986769277254589,False
10,79,929,-1047500.0,-302500.0,103.5911755163328,-0.6990663161442978,False
10,80,930,-1042500.0,-302500.0,103.63608418002923,-0.6994538503635404,False
10,81,931,-1037500.0,-302500.0,103.68099287520272,-0.6998395303832867,False
10,82,932,-1032500.0,-302500.0,103.7259016017023,-0.7002233562027826,False
10,83,933,-1027500.0,-302500.0,103.77081035937708,-0.7006053278216093,False
10,84,934,-1022500.0,-302500.0,103.81571914807613,-0.7009854452391969,False
11,0,935,-1442500.0,-297500.0,100.04403456735409,-0.6173659039589976,False
11,1,936,-1437500.0,-297500.0,100.08893842697327,-0.6178999138953744,False
11,2,937,-1432500.0,-297500.0,100.13384232998497,-0.6184320696829262,False
11,3,938,-1427500.0,-297500.0,100.17874627623837,-0.6189623713206056,False
11,4,939,-1422500.0,-297500.0,100.22365026558259,-0.6194908188081881,False
11,5,940,-1417500.0,-297500.0,100.26855429786681,-0.6200174121450428,False
11,6,941,-1412500.0,-297500.0,100.31345837294018,-0.620542151330601,False
11,7,942,-1407500.0,-297500.0,100.35836249065183,-0.62106503636463,False
11,8,943,-1402500.0,-297500.0,100.40326665085092,-0.6215860672463532,False
11,9,944,-1397500.0,-297500.0,100.44817085338661,-0.6221052439757393,False
11,10,945,-1392500.0,-297500.0,100.49307509810804,-0.6226225665516492,False
11,11,946,-1387500.0,-297500.0,100.53797938486431,-0.6231380349739416,False
11,12,947,-1382500.0,-297500.0,100.58288371350464,-0.6236516492420302,False
11,13,948,-1377500.0,-297500.0,100.62778808387812,-0.6241634093556253,False
11,14,949,-1372500.0,-297500.0,100.67269249583393,-0.6246733153142847,False
11,15,950,-1367500.0,-297500.0,100.71759694922117,-0.6251813671170626,False
11,16,951,-1362500.0,-297500.0,100.76250144388902,-0.6256875647635824,False
11,17,952,-1357500.0,-297500.0,100.8074059796866,-0.6261919082540367,False
11,18,953,-1352500.0,-297500.0,100.85231055646308,-0.6266943975871397,False
11,19,954,-1347500.0,-297500.0,100.89721517406755,-0.6271950327626817,False
11,20,955,-1342500.0,-297500.0,100.9421198323492,-0.6276938137805932,False
11,21,956,-1337500.0,-297500.0,100.98702453115713,-0.6281907406396974,False
11,22,957,-1332500.0,-297500.0,101.03192927034048,-0.628685813339932,False
11,23,958,-1327500.0,-297500.0,101.07683404974841,-0.6291790318805559,False
11,24,959,-1322500.0,-297500.0,101.12173886923004,-0.6296703962614949,False
11,25,960,-1317500.0,-297500.0,101.16664372863451,-0.6301599064818794,False
11,26,961,-1312500.0,-297500.0,101.21154862781094,-0.6306475625414475,False
11,27,962,-1307500.0,-297500.0,101.25645356660847,-0.6311333644398044,False
11,28,963,-1302500.0,-297500.0,101.30135854487624,-0.6316173121761502,False
11,29,964,-1297500.0,-297500.0,101.34626356246338,-0.6320994057503315,True
11,30,965,-1292500.0,-297500.0,101.391168619219,-0.6325796451616336,True
11,31,966,-1287500.0,-297500.0,101.43607371499225,-0.6330580304096575,True
11,32,967,-1282500.0,-297500.0,101.48097884963227,-0.6335345614943391,True
11,33,968,-1277500.0,-297500.0,101.52588402298815,-0.6340092384145465,True
11,34,969,-1272500.0,-297500.0,101.57078923490906,-0.634482061170281,True
